path,tile,wsi,x,y,label
data/grid_tiles/7817_8509/gridtile_1563_level0_6144-61952-6656-62464.png,gridtile_1563_level0_6144-61952-6656-62464.png,7817_8509,6144,61952,dummy
data/grid_tiles/7817_8509/gridtile_10843_level0_57856-3584-58368-4096.png,gridtile_10843_level0_57856-3584-58368-4096.png,7817_8509,57856,3584,dummy
data/grid_tiles/7817_8509/gridtile_329_level0_1024-39424-1536-39936.png,gridtile_329_level0_1024-39424-1536-39936.png,7817_8509,1024,39424,dummy
data/grid_tiles/7817_8509/gridtile_4584_level0_22528-50688-23040-51200.png,gridtile_4584_level0_22528-50688-23040-51200.png,7817_8509,22528,50688,dummy
data/grid_tiles/7817_8509/gridtile_1843_level0_7680-22528-8192-23040.png,gridtile_1843_level0_7680-22528-8192-23040.png,7817_8509,7680,22528,dummy
data/grid_tiles/7817_8509/gridtile_448_level0_1536-35840-2048-36352.png,gridtile_448_level0_1536-35840-2048-36352.png,7817_8509,1536,35840,dummy
data/grid_tiles/7817_8509/gridtile_10220_level0_53760-8192-54272-8704.png,gridtile_10220_level0_53760-8192-54272-8704.png,7817_8509,53760,8192,dummy
data/grid_tiles/7817_8509/gridtile_1482_level0_6144-15360-6656-15872.png,gridtile_1482_level0_6144-15360-6656-15872.png,7817_8509,6144,15360,dummy
data/grid_tiles/7817_8509/gridtile_9385_level0_48640-36352-49152-36864.png,gridtile_9385_level0_48640-36352-49152-36864.png,7817_8509,48640,36352,dummy
data/grid_tiles/7817_8509/gridtile_8962_level0_46080-40960-46592-41472.png,gridtile_8962_level0_46080-40960-46592-41472.png,7817_8509,46080,40960,dummy
data/grid_tiles/7817_8509/gridtile_1964_level0_8192-27648-8704-28160.png,gridtile_1964_level0_8192-27648-8704-28160.png,7817_8509,8192,27648,dummy
data/grid_tiles/7817_8509/gridtile_13013_level0_71680-4608-72192-5120.png,gridtile_13013_level0_71680-4608-72192-5120.png,7817_8509,71680,4608,dummy
data/grid_tiles/7817_8509/gridtile_7960_level0_39936-48128-40448-48640.png,gridtile_7960_level0_39936-48128-40448-48640.png,7817_8509,39936,48128,dummy
data/grid_tiles/7817_8509/gridtile_2538_level0_11264-10240-11776-10752.png,gridtile_2538_level0_11264-10240-11776-10752.png,7817_8509,11264,10240,dummy
data/grid_tiles/7817_8509/gridtile_9657_level0_50176-55296-50688-55808.png,gridtile_9657_level0_50176-55296-50688-55808.png,7817_8509,50176,55296,dummy
data/grid_tiles/7817_8509/gridtile_4945_level0_24576-18944-25088-19456.png,gridtile_4945_level0_24576-18944-25088-19456.png,7817_8509,24576,18944,dummy
data/grid_tiles/7817_8509/gridtile_5667_level0_28160-44032-28672-44544.png,gridtile_5667_level0_28160-44032-28672-44544.png,7817_8509,28160,44032,dummy
data/grid_tiles/7817_8509/gridtile_12264_level0_67072-33792-67584-34304.png,gridtile_12264_level0_67072-33792-67584-34304.png,7817_8509,67072,33792,dummy
data/grid_tiles/7817_8509/gridtile_10029_level0_52224-60416-52736-60928.png,gridtile_10029_level0_52224-60416-52736-60928.png,7817_8509,52224,60416,dummy
data/grid_tiles/7817_8509/gridtile_6548_level0_32768-19968-33280-20480.png,gridtile_6548_level0_32768-19968-33280-20480.png,7817_8509,32768,19968,dummy
data/grid_tiles/7817_8509/gridtile_6599_level0_32768-55296-33280-55808.png,gridtile_6599_level0_32768-55296-33280-55808.png,7817_8509,32768,55296,dummy
data/grid_tiles/7817_8509/gridtile_6869_level0_34304-28160-34816-28672.png,gridtile_6869_level0_34304-28160-34816-28672.png,7817_8509,34304,28160,dummy
data/grid_tiles/7817_8509/gridtile_10083_level0_52736-39936-53248-40448.png,gridtile_10083_level0_52736-39936-53248-40448.png,7817_8509,52736,39936,dummy
data/grid_tiles/7817_8509/gridtile_6959_level0_34816-21504-35328-22016.png,gridtile_6959_level0_34816-21504-35328-22016.png,7817_8509,34816,21504,dummy
data/grid_tiles/7817_8509/gridtile_11924_level0_64512-52736-65024-53248.png,gridtile_11924_level0_64512-52736-65024-53248.png,7817_8509,64512,52736,dummy
data/grid_tiles/7817_8509/gridtile_8408_level0_43008-10240-43520-10752.png,gridtile_8408_level0_43008-10240-43520-10752.png,7817_8509,43008,10240,dummy
data/grid_tiles/7817_8509/gridtile_7938_level0_39936-35840-40448-36352.png,gridtile_7938_level0_39936-35840-40448-36352.png,7817_8509,39936,35840,dummy
data/grid_tiles/7817_8509/gridtile_7_level0_0-3584-512-4096.png,gridtile_7_level0_0-3584-512-4096.png,7817_8509,0,3584,dummy
data/grid_tiles/7817_8509/gridtile_5888_level0_29184-57856-29696-58368.png,gridtile_5888_level0_29184-57856-29696-58368.png,7817_8509,29184,57856,dummy
data/grid_tiles/7817_8509/gridtile_8788_level0_45056-10752-45568-11264.png,gridtile_8788_level0_45056-10752-45568-11264.png,7817_8509,45056,10752,dummy
data/grid_tiles/7817_8509/gridtile_237_level0_512-56832-1024-57344.png,gridtile_237_level0_512-56832-1024-57344.png,7817_8509,512,56832,dummy
data/grid_tiles/7817_8509/gridtile_8072_level0_40448-57344-40960-57856.png,gridtile_8072_level0_40448-57344-40960-57856.png,7817_8509,40448,57344,dummy
data/grid_tiles/7817_8509/gridtile_5191_level0_25600-54784-26112-55296.png,gridtile_5191_level0_25600-54784-26112-55296.png,7817_8509,25600,54784,dummy
data/grid_tiles/7817_8509/gridtile_8923_level0_46080-3584-46592-4096.png,gridtile_8923_level0_46080-3584-46592-4096.png,7817_8509,46080,3584,dummy
data/grid_tiles/7817_8509/gridtile_5651_level0_28160-23552-28672-24064.png,gridtile_5651_level0_28160-23552-28672-24064.png,7817_8509,28160,23552,dummy
data/grid_tiles/7817_8509/gridtile_1317_level0_5120-48128-5632-48640.png,gridtile_1317_level0_5120-48128-5632-48640.png,7817_8509,5120,48128,dummy
data/grid_tiles/7817_8509/gridtile_6913_level0_34304-60416-34816-60928.png,gridtile_6913_level0_34304-60416-34816-60928.png,7817_8509,34304,60416,dummy
data/grid_tiles/7817_8509/gridtile_8298_level0_41984-54272-42496-54784.png,gridtile_8298_level0_41984-54272-42496-54784.png,7817_8509,41984,54272,dummy
data/grid_tiles/7817_8509/gridtile_5171_level0_25600-30208-26112-30720.png,gridtile_5171_level0_25600-30208-26112-30720.png,7817_8509,25600,30208,dummy
data/grid_tiles/7817_8509/gridtile_6476_level0_32256-47616-32768-48128.png,gridtile_6476_level0_32256-47616-32768-48128.png,7817_8509,32256,47616,dummy
data/grid_tiles/7817_8509/gridtile_10908_level0_57856-62464-58368-62976.png,gridtile_10908_level0_57856-62464-58368-62976.png,7817_8509,57856,62464,dummy
data/grid_tiles/7817_8509/gridtile_477_level0_1536-50688-2048-51200.png,gridtile_477_level0_1536-50688-2048-51200.png,7817_8509,1536,50688,dummy
data/grid_tiles/7817_8509/gridtile_337_level0_1024-43520-1536-44032.png,gridtile_337_level0_1024-43520-1536-44032.png,7817_8509,1024,43520,dummy
data/grid_tiles/7817_8509/gridtile_6183_level0_31232-1024-31744-1536.png,gridtile_6183_level0_31232-1024-31744-1536.png,7817_8509,31232,1024,dummy
data/grid_tiles/7817_8509/gridtile_9755_level0_51200-5632-51712-6144.png,gridtile_9755_level0_51200-5632-51712-6144.png,7817_8509,51200,5632,dummy
data/grid_tiles/7817_8509/gridtile_940_level0_3584-32768-4096-33280.png,gridtile_940_level0_3584-32768-4096-33280.png,7817_8509,3584,32768,dummy
data/grid_tiles/7817_8509/gridtile_9681_level0_50688-8192-51200-8704.png,gridtile_9681_level0_50688-8192-51200-8704.png,7817_8509,50688,8192,dummy
data/grid_tiles/7817_8509/gridtile_11712_level0_63488-11776-64000-12288.png,gridtile_11712_level0_63488-11776-64000-12288.png,7817_8509,63488,11776,dummy
data/grid_tiles/7817_8509/gridtile_4726_level0_23552-13312-24064-13824.png,gridtile_4726_level0_23552-13312-24064-13824.png,7817_8509,23552,13312,dummy
data/grid_tiles/7817_8509/gridtile_11166_level0_59904-16384-60416-16896.png,gridtile_11166_level0_59904-16384-60416-16896.png,7817_8509,59904,16384,dummy
data/grid_tiles/7817_8509/gridtile_3756_level0_17920-62464-18432-62976.png,gridtile_3756_level0_17920-62464-18432-62976.png,7817_8509,17920,62464,dummy
data/grid_tiles/7817_8509/gridtile_3416_level0_16384-5120-16896-5632.png,gridtile_3416_level0_16384-5120-16896-5632.png,7817_8509,16384,5120,dummy
data/grid_tiles/7817_8509/gridtile_4184_level0_20480-21504-20992-22016.png,gridtile_4184_level0_20480-21504-20992-22016.png,7817_8509,20480,21504,dummy
data/grid_tiles/7817_8509/gridtile_10148_level0_53248-16896-53760-17408.png,gridtile_10148_level0_53248-16896-53760-17408.png,7817_8509,53248,16896,dummy
data/grid_tiles/7817_8509/gridtile_4905_level0_24064-62976-24576-63488.png,gridtile_4905_level0_24064-62976-24576-63488.png,7817_8509,24064,62976,dummy
data/grid_tiles/7817_8509/gridtile_484_level0_1536-54272-2048-54784.png,gridtile_484_level0_1536-54272-2048-54784.png,7817_8509,1536,54272,dummy
data/grid_tiles/7817_8509/gridtile_5705_level0_28160-63488-28672-64000.png,gridtile_5705_level0_28160-63488-28672-64000.png,7817_8509,28160,63488,dummy
data/grid_tiles/7817_8509/gridtile_1854_level0_7680-28160-8192-28672.png,gridtile_1854_level0_7680-28160-8192-28672.png,7817_8509,7680,28160,dummy
data/grid_tiles/7817_8509/gridtile_6248_level0_31232-44544-31744-45056.png,gridtile_6248_level0_31232-44544-31744-45056.png,7817_8509,31232,44544,dummy
data/grid_tiles/7817_8509/gridtile_3306_level0_15360-62464-15872-62976.png,gridtile_3306_level0_15360-62464-15872-62976.png,7817_8509,15360,62464,dummy
data/grid_tiles/7817_8509/gridtile_7636_level0_38400-12288-38912-12800.png,gridtile_7636_level0_38400-12288-38912-12800.png,7817_8509,38400,12288,dummy
data/grid_tiles/7817_8509/gridtile_4045_level0_19968-512-20480-1024.png,gridtile_4045_level0_19968-512-20480-1024.png,7817_8509,19968,512,dummy
data/grid_tiles/7817_8509/gridtile_8952_level0_46080-35840-46592-36352.png,gridtile_8952_level0_46080-35840-46592-36352.png,7817_8509,46080,35840,dummy
data/grid_tiles/7817_8509/gridtile_1687_level0_7168-2048-7680-2560.png,gridtile_1687_level0_7168-2048-7680-2560.png,7817_8509,7168,2048,dummy
data/grid_tiles/7817_8509/gridtile_3907_level0_18944-27136-19456-27648.png,gridtile_3907_level0_18944-27136-19456-27648.png,7817_8509,18944,27136,dummy
data/grid_tiles/7817_8509/gridtile_3898_level0_18944-22528-19456-23040.png,gridtile_3898_level0_18944-22528-19456-23040.png,7817_8509,18944,22528,dummy
data/grid_tiles/7817_8509/gridtile_2671_level0_11776-30208-12288-30720.png,gridtile_2671_level0_11776-30208-12288-30720.png,7817_8509,11776,30208,dummy
data/grid_tiles/7817_8509/gridtile_5051_level0_25088-20480-25600-20992.png,gridtile_5051_level0_25088-20480-25600-20992.png,7817_8509,25088,20480,dummy
data/grid_tiles/7817_8509/gridtile_7158_level0_35840-18944-36352-19456.png,gridtile_7158_level0_35840-18944-36352-19456.png,7817_8509,35840,18944,dummy
data/grid_tiles/7817_8509/gridtile_5385_level0_26624-55808-27136-56320.png,gridtile_5385_level0_26624-55808-27136-56320.png,7817_8509,26624,55808,dummy
data/grid_tiles/7817_8509/gridtile_6442_level0_32256-20480-32768-20992.png,gridtile_6442_level0_32256-20480-32768-20992.png,7817_8509,32256,20480,dummy
data/grid_tiles/7817_8509/gridtile_4673_level0_23040-48640-23552-49152.png,gridtile_4673_level0_23040-48640-23552-49152.png,7817_8509,23040,48640,dummy
data/grid_tiles/7817_8509/gridtile_4574_level0_22528-43520-23040-44032.png,gridtile_4574_level0_22528-43520-23040-44032.png,7817_8509,22528,43520,dummy
data/grid_tiles/7817_8509/gridtile_10036_level0_52224-64000-52736-64512.png,gridtile_10036_level0_52224-64000-52736-64512.png,7817_8509,52224,64000,dummy
data/grid_tiles/7817_8509/gridtile_8331_level0_42496-12288-43008-12800.png,gridtile_8331_level0_42496-12288-43008-12800.png,7817_8509,42496,12288,dummy
data/grid_tiles/7817_8509/gridtile_5298_level0_26112-61440-26624-61952.png,gridtile_5298_level0_26112-61440-26624-61952.png,7817_8509,26112,61440,dummy
data/grid_tiles/7817_8509/gridtile_3892_level0_18944-19456-19456-19968.png,gridtile_3892_level0_18944-19456-19456-19968.png,7817_8509,18944,19456,dummy
data/grid_tiles/7817_8509/gridtile_6629_level0_33280-6656-33792-7168.png,gridtile_6629_level0_33280-6656-33792-7168.png,7817_8509,33280,6656,dummy
data/grid_tiles/7817_8509/gridtile_2987_level0_13824-18432-14336-18944.png,gridtile_2987_level0_13824-18432-14336-18944.png,7817_8509,13824,18432,dummy
data/grid_tiles/7817_8509/gridtile_13169_level0_72192-39936-72704-40448.png,gridtile_13169_level0_72192-39936-72704-40448.png,7817_8509,72192,39936,dummy
data/grid_tiles/7817_8509/gridtile_11077_level0_59392-16384-59904-16896.png,gridtile_11077_level0_59392-16384-59904-16896.png,7817_8509,59392,16384,dummy
data/grid_tiles/7817_8509/gridtile_11835_level0_64000-50688-64512-51200.png,gridtile_11835_level0_64000-50688-64512-51200.png,7817_8509,64000,50688,dummy
data/grid_tiles/7817_8509/gridtile_1045_level0_4096-25088-4608-25600.png,gridtile_1045_level0_4096-25088-4608-25600.png,7817_8509,4096,25088,dummy
data/grid_tiles/7817_8509/gridtile_4081_level0_19968-18944-20480-19456.png,gridtile_4081_level0_19968-18944-20480-19456.png,7817_8509,19968,18944,dummy
data/grid_tiles/7817_8509/gridtile_2492_level0_10752-41984-11264-42496.png,gridtile_2492_level0_10752-41984-11264-42496.png,7817_8509,10752,41984,dummy
data/grid_tiles/7817_8509/gridtile_275_level0_1024-11776-1536-12288.png,gridtile_275_level0_1024-11776-1536-12288.png,7817_8509,1024,11776,dummy
data/grid_tiles/7817_8509/gridtile_5233_level0_26112-12288-26624-12800.png,gridtile_5233_level0_26112-12288-26624-12800.png,7817_8509,26112,12288,dummy
data/grid_tiles/7817_8509/gridtile_3962_level0_19456-8192-19968-8704.png,gridtile_3962_level0_19456-8192-19968-8704.png,7817_8509,19456,8192,dummy
data/grid_tiles/7817_8509/gridtile_3300_level0_15360-58880-15872-59392.png,gridtile_3300_level0_15360-58880-15872-59392.png,7817_8509,15360,58880,dummy
data/grid_tiles/7817_8509/gridtile_10676_level0_56320-59392-56832-59904.png,gridtile_10676_level0_56320-59392-56832-59904.png,7817_8509,56320,59392,dummy
data/grid_tiles/7817_8509/gridtile_8638_level0_44032-45056-44544-45568.png,gridtile_8638_level0_44032-45056-44544-45568.png,7817_8509,44032,45056,dummy
data/grid_tiles/7817_8509/gridtile_12641_level0_69120-24576-69632-25088.png,gridtile_12641_level0_69120-24576-69632-25088.png,7817_8509,69120,24576,dummy
data/grid_tiles/7817_8509/gridtile_12347_level0_67584-25088-68096-25600.png,gridtile_12347_level0_67584-25088-68096-25600.png,7817_8509,67584,25088,dummy
data/grid_tiles/7817_8509/gridtile_1552_level0_6144-53248-6656-53760.png,gridtile_1552_level0_6144-53248-6656-53760.png,7817_8509,6144,53248,dummy
data/grid_tiles/7817_8509/gridtile_9974_level0_52224-29696-52736-30208.png,gridtile_9974_level0_52224-29696-52736-30208.png,7817_8509,52224,29696,dummy
data/grid_tiles/7817_8509/gridtile_7962_level0_39936-49152-40448-49664.png,gridtile_7962_level0_39936-49152-40448-49664.png,7817_8509,39936,49152,dummy
data/grid_tiles/7817_8509/gridtile_10761_level0_57344-2560-57856-3072.png,gridtile_10761_level0_57344-2560-57856-3072.png,7817_8509,57344,2560,dummy
data/grid_tiles/7817_8509/gridtile_5985_level0_29696-58880-30208-59392.png,gridtile_5985_level0_29696-58880-30208-59392.png,7817_8509,29696,58880,dummy
data/grid_tiles/7817_8509/gridtile_6525_level0_32768-8192-33280-8704.png,gridtile_6525_level0_32768-8192-33280-8704.png,7817_8509,32768,8192,dummy
data/grid_tiles/7817_8509/gridtile_4609_level0_23040-2048-23552-2560.png,gridtile_4609_level0_23040-2048-23552-2560.png,7817_8509,23040,2048,dummy
data/grid_tiles/7817_8509/gridtile_238_level0_512-57344-1024-57856.png,gridtile_238_level0_512-57344-1024-57856.png,7817_8509,512,57344,dummy
data/grid_tiles/7817_8509/gridtile_11815_level0_64000-39936-64512-40448.png,gridtile_11815_level0_64000-39936-64512-40448.png,7817_8509,64000,39936,dummy
data/grid_tiles/7817_8509/gridtile_4237_level0_20992-1536-21504-2048.png,gridtile_4237_level0_20992-1536-21504-2048.png,7817_8509,20992,1536,dummy
data/grid_tiles/7817_8509/gridtile_3341_level0_15872-15872-16384-16384.png,gridtile_3341_level0_15872-15872-16384-16384.png,7817_8509,15872,15872,dummy
data/grid_tiles/7817_8509/gridtile_9872_level0_51712-27136-52224-27648.png,gridtile_9872_level0_51712-27136-52224-27648.png,7817_8509,51712,27136,dummy
data/grid_tiles/7817_8509/gridtile_9347_level0_48640-1024-49152-1536.png,gridtile_9347_level0_48640-1024-49152-1536.png,7817_8509,48640,1024,dummy
data/grid_tiles/7817_8509/gridtile_6140_level0_30720-38912-31232-39424.png,gridtile_6140_level0_30720-38912-31232-39424.png,7817_8509,30720,38912,dummy
data/grid_tiles/7817_8509/gridtile_11075_level0_59392-15360-59904-15872.png,gridtile_11075_level0_59392-15360-59904-15872.png,7817_8509,59392,15360,dummy
data/grid_tiles/7817_8509/gridtile_5683_level0_28160-52224-28672-52736.png,gridtile_5683_level0_28160-52224-28672-52736.png,7817_8509,28160,52224,dummy
data/grid_tiles/7817_8509/gridtile_2650_level0_11776-19456-12288-19968.png,gridtile_2650_level0_11776-19456-12288-19968.png,7817_8509,11776,19456,dummy
data/grid_tiles/7817_8509/gridtile_12387_level0_67584-52736-68096-53248.png,gridtile_12387_level0_67584-52736-68096-53248.png,7817_8509,67584,52736,dummy
data/grid_tiles/7817_8509/gridtile_9804_level0_51200-44032-51712-44544.png,gridtile_9804_level0_51200-44032-51712-44544.png,7817_8509,51200,44032,dummy
